Palavra_Chave,Frequencia,Offset,Timestamp_Coleta
Educação participativa,1,14350,2025-12-30T16:09:50.365836
Educação patrimonial,11,14350,2025-12-30T16:09:50.365836
Educação pela pesquisa,1,14350,2025-12-30T16:09:50.365836
Educação pelo trabalho,1,14350,2025-12-30T16:09:50.365836
Educação permanente,33,14350,2025-12-30T16:09:50.365836
Educação permanente - alfabetização,1,14350,2025-12-30T16:09:50.365836
Educação permanente - matemática,1,14350,2025-12-30T16:09:50.365836
Educação permanente - professores,2,14350,2025-12-30T16:09:50.365836
Educação Permanente em Saúde,1,14350,2025-12-30T16:09:50.365836
Educação permanente em saúde,3,14400,2025-12-30T16:09:54.356512
Educação plurilíngue,1,14400,2025-12-30T16:09:54.356512
Educação politécnica,1,14400,2025-12-30T16:09:54.356512
Educação política,1,14400,2025-12-30T16:09:54.356512
Educação popular,20,14400,2025-12-30T16:09:54.356512
Educação popular em saúde,2,14400,2025-12-30T16:09:54.356512
Educação pré-escolar,6,14400,2025-12-30T16:09:54.356512
Educação precoce,9,14400,2025-12-30T16:09:54.356512
Educação privada,1,14400,2025-12-30T16:09:54.356512
Educação problematizadora,1,14400,2025-12-30T16:09:54.356512
Educação profissional,21,14400,2025-12-30T16:09:54.356512
Educação profissional - Brasil - Paraguai - Colômbia - Espanha - Alemanha - Coreia do Sul,1,14400,2025-12-30T16:09:54.356512
Educação profissional e tecnológica,32,14400,2025-12-30T16:09:54.356512
Educação profissional e tecnológica - nível médio,1,14400,2025-12-30T16:09:54.356512
Educação profissional em música,1,14400,2025-12-30T16:09:54.356512
Educação profissional técnica de nível médio,1,14400,2025-12-30T16:09:54.356512
Educação profissionalizante,1,14400,2025-12-30T16:09:54.356512
Educação psicomotora,2,14400,2025-12-30T16:09:54.356512
Educação pública,25,14400,2025-12-30T16:09:54.356512
Educação pública - Argentina,1,14400,2025-12-30T16:09:54.356512
Educação quilombola,2,14400,2025-12-30T16:09:54.356512
Educação remota,1,14400,2025-12-30T16:09:54.356512
Educação rural,26,14400,2025-12-30T16:09:54.356512
Educação rural - Bahia (BA),2,14400,2025-12-30T16:09:54.356512
Educação sexual,19,14400,2025-12-30T16:09:54.356512
Educação sexual inclusiva,1,14400,2025-12-30T16:09:54.356512
Educação social,3,14400,2025-12-30T16:09:54.356512
Educação Soka,1,14400,2025-12-30T16:09:54.356512
Educação somática,1,14400,2025-12-30T16:09:54.356512
Educação superior,43,14400,2025-12-30T16:09:54.356512
Educação superior - acesso,4,14400,2025-12-30T16:09:54.356512
Educação superior - avaliação,5,14400,2025-12-30T16:09:54.356512
Educação superior - Brasil,4,14400,2025-12-30T16:09:54.356512
Educação superior - Distrito Federal (Brasil),2,14400,2025-12-30T16:09:54.356512
Educação superior - expansão,2,14400,2025-12-30T16:09:54.356512
Educação superior - planejamento,1,14400,2025-12-30T16:09:54.356512
Educação superior - qualidade,2,14400,2025-12-30T16:09:54.356512
Educação superior - reforma,1,14400,2025-12-30T16:09:54.356512
Educação superior - setor privado,5,14400,2025-12-30T16:09:54.356512
Educação superior privada,1,14400,2025-12-30T16:09:54.356512
Educação técnica,2,14400,2025-12-30T16:09:54.356512
Educação técnica em enfermagem,1,14400,2025-12-30T16:09:54.356512
Educação territorializada,1,14400,2025-12-30T16:09:54.356512
Educação transformadora,4,14400,2025-12-30T16:09:54.356512
Educação tutorial,2,14400,2025-12-30T16:09:54.356512
Educação ubíqua,1,14400,2025-12-30T16:09:54.356512
Educação universitária,1,14400,2025-12-30T16:09:54.356512
Educação urbana,1,14400,2025-12-30T16:09:54.356512
Educación,1,14400,2025-12-30T16:09:54.356512
Educación en enfermería,1,14400,2025-12-30T16:09:54.356512
Educador social,3,14450,2025-12-30T16:09:58.452947
Educadoras - Brasil,1,14450,2025-12-30T16:09:58.452947
Educadores,12,14450,2025-12-30T16:09:58.452947
Educadores - Brasil,1,14450,2025-12-30T16:09:58.452947
Educadores - Distrito Federal (Brasil),3,14450,2025-12-30T16:09:58.452947
Educadores - formação,8,14450,2025-12-30T16:09:58.452947
Educadores - formação profissional,10,14450,2025-12-30T16:09:58.452947
Educadores - subjetividade,1,14450,2025-12-30T16:09:58.452947
Educadores sociais,1,14450,2025-12-30T16:09:58.452947
Education,2,14450,2025-12-30T16:09:58.452947
Education program,1,14450,2025-12-30T16:09:58.452947
Educomunicação,2,14450,2025-12-30T16:09:58.452947
Edulcorantes,1,14450,2025-12-30T16:09:58.452947
EEG neonatal,1,14450,2025-12-30T16:09:58.452947
EEG pediátrico em sono,1,14450,2025-12-30T16:09:58.452947
Eercícios físicos,1,14450,2025-12-30T16:09:58.452947
Efavirenz,1,14450,2025-12-30T16:09:58.452947
Efciência energética,1,14450,2025-12-30T16:09:58.452947
Efeito agudo e tardio,1,14450,2025-12-30T16:09:58.452947
Efeito anomérico,1,14450,2025-12-30T16:09:58.452947
Efeito antitumoral,1,14450,2025-12-30T16:09:58.452947
Efeito Backlash,1,14450,2025-12-30T16:09:58.452947
Efeito bottom-up,1,14450,2025-12-30T16:09:58.452947
Efeito Casimir,4,14450,2025-12-30T16:09:58.452947
Efeito certeza,2,14450,2025-12-30T16:09:58.452947
Efeito de borda,4,14450,2025-12-30T16:09:58.452947
Efeito de Permeabilidade e Retenção aumentada (EPR),1,14450,2025-12-30T16:09:58.452947
Efeito de solvente,2,14450,2025-12-30T16:09:58.452947
Efeito de vizinhança,6,14450,2025-12-30T16:09:58.452947
Efeito dissuasório,1,14450,2025-12-30T16:09:58.452947
Efeito do fogo,1,14450,2025-12-30T16:09:58.452947
Efeito do grupo,1,14450,2025-12-30T16:09:58.452947
Efeito do percentual de conclusão,1,14450,2025-12-30T16:09:58.452947
Efeito do stress,2,14450,2025-12-30T16:09:58.452947
Efeito do tamanho,1,14450,2025-12-30T16:09:58.452947
Efeito ergogênico,2,14450,2025-12-30T16:09:58.452947
Efeito estético,1,14450,2025-12-30T16:09:58.452947
Efeito estufa,6,14450,2025-12-30T16:09:58.452947
Efeito estufa - emissão de gases,2,14450,2025-12-30T16:09:58.452947
Efeito fisiológico,1,14450,2025-12-30T16:09:58.452947
Efeito Flypaper,1,14450,2025-12-30T16:09:58.452947
Efeito flypaper,2,14450,2025-12-30T16:09:58.452947
Efeito formulação,1,14450,2025-12-30T16:09:58.452947
Efeito fotoelétrico,2,14450,2025-12-30T16:09:58.452947
Efeito fototérmico,1,14450,2025-12-30T16:09:58.452947
Efeito fotovoltaico,1,14450,2025-12-30T16:09:58.452947
Efeito lead-lag,5,14450,2025-12-30T16:09:58.452947
Efeito magneto-térmico,1,14450,2025-12-30T16:09:58.452947
Efeito magnetovicoso,1,14450,2025-12-30T16:09:58.452947
Efeito magnetoviscoso,3,14450,2025-12-30T16:09:58.452947
Efeito modificador de tiol,1,14500,2025-12-30T16:10:02.447833
Efeito neuromodulatório,2,14500,2025-12-30T16:10:02.447833
Efeito orográfico,1,14500,2025-12-30T16:10:02.447833
Efeito placebo,1,14500,2025-12-30T16:10:02.447833
Efeito pseudoplástico,1,14500,2025-12-30T16:10:02.447833
Efeito rede,1,14500,2025-12-30T16:10:02.447833
Efeito regularizante,2,14500,2025-12-30T16:10:02.447833
Efeito retroativo,1,14500,2025-12-30T16:10:02.447833
Efeito riqueza,1,14500,2025-12-30T16:10:02.447833
Efeito Schlieren,1,14500,2025-12-30T16:10:02.447833
Efeito sinérgico,1,14500,2025-12-30T16:10:02.447833
Efeito sunk cost,1,14500,2025-12-30T16:10:02.447833
Efeito Sunyaev-Zel'dovich,1,14500,2025-12-30T16:10:02.447833
Efeito transbordamento,1,14500,2025-12-30T16:10:02.447833
Efeito tripanocida,1,14500,2025-12-30T16:10:02.447833
Efeito vinculante,1,14500,2025-12-30T16:10:02.447833
Efeitos adversos,7,14500,2025-12-30T16:10:02.447833
Efeitos antimicrobianos,1,14500,2025-12-30T16:10:02.447833
Efeitos de Framing,1,14500,2025-12-30T16:10:02.447833
Efeitos de spillover,1,14500,2025-12-30T16:10:02.447833
Efeitos do Programa de Iniciação Científica,1,14500,2025-12-30T16:10:02.447833
Efeitos do Sinaes,1,14500,2025-12-30T16:10:02.447833
Efeitos não visuais da luz,2,14500,2025-12-30T16:10:02.447833
Efeitos não-visuais,1,14500,2025-12-30T16:10:02.447833
Efeitos patrimoniais,1,14500,2025-12-30T16:10:02.447833
efeitos Relativísticos Em Química,1,14500,2025-12-30T16:10:02.447833
Efeitos sazonais,1,14500,2025-12-30T16:10:02.447833
Efeitos sonoros,1,14500,2025-12-30T16:10:02.447833
Efeitos viscoelásticos,1,14500,2025-12-30T16:10:02.447833
Efeitos visuais,1,14500,2025-12-30T16:10:02.447833
Efeitos vizinhança,1,14500,2025-12-30T16:10:02.447833
Efetividade,11,14500,2025-12-30T16:10:02.447833
Efetividade de equipes,1,14500,2025-12-30T16:10:02.447833
Efetividade governamental,1,14500,2025-12-30T16:10:02.447833
Efetividade organizacional,3,14500,2025-12-30T16:10:02.447833
Effective Tax Rate (ETR),1,14500,2025-12-30T16:10:02.447833
Efficient-net,1,14500,2025-12-30T16:10:02.447833
Eficácia,16,14500,2025-12-30T16:10:02.447833
Eficácia coletiva,1,14500,2025-12-30T16:10:02.447833
Eficácia global de equipamentos,1,14500,2025-12-30T16:10:02.447833
Eficácia no ensino,6,14500,2025-12-30T16:10:02.447833
Eficácia no setor público,1,14500,2025-12-30T16:10:02.447833
Eficiência,49,14500,2025-12-30T16:10:02.447833
Eficiência (Serviço público),28,14500,2025-12-30T16:10:02.447833
Eficiência - gestão,1,14500,2025-12-30T16:10:02.447833
Eficiência - serviço público,1,14500,2025-12-30T16:10:02.447833
Eficiência alocativa,1,14500,2025-12-30T16:10:02.447833
Eficiência bancária,2,14500,2025-12-30T16:10:02.447833
Eficiência biológica,1,14500,2025-12-30T16:10:02.447833
Eficiência contratual,1,14500,2025-12-30T16:10:02.447833
Eficiência de carboxilação,1,14550,2025-12-30T16:10:06.543527
Eficiência de custos,1,14550,2025-12-30T16:10:06.543527
Eficiência de mercado,4,14550,2025-12-30T16:10:06.543527
Eficiência de nutrientes,1,14550,2025-12-30T16:10:06.543527
Eficiência do gasto público,1,14550,2025-12-30T16:10:06.543527
Eficiência dos Investimentos,1,14550,2025-12-30T16:10:06.543527
Eficiência econômica,7,14550,2025-12-30T16:10:06.543527
Eficiência energética,43,14550,2025-12-30T16:10:06.543527
Eficiência espectral,2,14550,2025-12-30T16:10:06.543527
Eficiência financeira,7,14550,2025-12-30T16:10:06.543527
Eficiência fotossintética de uso de nutrientes,1,14550,2025-12-30T16:10:06.543527
Eficiência hídrica,2,14550,2025-12-30T16:10:06.543527
Eficiência industrial,2,14550,2025-12-30T16:10:06.543527
Eficiência Intrínseca do Uso da Água (EIUA),1,14550,2025-12-30T16:10:06.543527
Eficiência no setor público,1,14550,2025-12-30T16:10:06.543527
eficiência nutricional,1,14550,2025-12-30T16:10:06.543527
Eficiência operacional,4,14550,2025-12-30T16:10:06.543527
Eficiência organizacional,10,14550,2025-12-30T16:10:06.543527
Eficiência produtiva,1,14550,2025-12-30T16:10:06.543527
Eficiência quântica interna (IQE),1,14550,2025-12-30T16:10:06.543527
Eficiência técnica,12,14550,2025-12-30T16:10:06.543527
Eficiência terapêutica,1,14550,2025-12-30T16:10:06.543527
Efluentes,1,14550,2025-12-30T16:10:06.543527
Efluentes domésticos,1,14550,2025-12-30T16:10:06.543527
Efluentes indústrias,2,14550,2025-12-30T16:10:06.543527
"Efoui, Kossi, 1962- crítica e interpretação",1,14550,2025-12-30T16:10:06.543527
EFP,1,14550,2025-12-30T16:10:06.543527
Efusões,1,14550,2025-12-30T16:10:06.543527
"Ega, Françoise, 1920-1976 - crítica e interpretação",1,14550,2025-12-30T16:10:06.543527
Egito,3,14550,2025-12-30T16:10:06.543527
Egito - civilização,1,14550,2025-12-30T16:10:06.543527
Egito - história,3,14550,2025-12-30T16:10:06.543527
Egito - vida e costumes sociais,2,14550,2025-12-30T16:10:06.543527
Ego (Psicologia),2,14550,2025-12-30T16:10:06.543527
Egodocumentos,2,14550,2025-12-30T16:10:06.543527
Egressos,12,14550,2025-12-30T16:10:06.543527
Égua,1,14550,2025-12-30T16:10:06.543527
Égua - ovulação,1,14550,2025-12-30T16:10:06.543527
Égua hormônio luteinizante,1,14550,2025-12-30T16:10:06.543527
Ehrlichia canis,1,14550,2025-12-30T16:10:06.543527
Eicosanoides,1,14550,2025-12-30T16:10:06.543527
Einstein Toolkit,1,14550,2025-12-30T16:10:06.543527
"Einstein, Carl, 1885-1940 - crítica e interpretação",1,14550,2025-12-30T16:10:06.543527
"Eisenstein, Elizabeth L. - crítica e interpretação",1,14550,2025-12-30T16:10:06.543527
"Eisenstein, Sergei, 1898-1948",3,14550,2025-12-30T16:10:06.543527
EJA interventiva,1,14550,2025-12-30T16:10:06.543527
EJA-Interventiva,1,14550,2025-12-30T16:10:06.543527
El Niño ( fenômeno atmosférico-oceânico),1,14550,2025-12-30T16:10:06.543527
Elaboração de alterações orçamentárias,1,14550,2025-12-30T16:10:06.543527
Elaboração de diretrizes,1,14550,2025-12-30T16:10:06.543527
Elaeis guineensis,2,14600,2025-12-30T16:10:10.645344
Elastância,1,14600,2025-12-30T16:10:10.645344
Elasticidade,27,14600,2025-12-30T16:10:10.645344
Elasticidade (Economia),4,14600,2025-12-30T16:10:10.645344
Elasticidade - testes,1,14600,2025-12-30T16:10:10.645344
Elasticidade anisotrópica,1,14600,2025-12-30T16:10:10.645344
Elasticidade da demanda,1,14600,2025-12-30T16:10:10.645344
Elasticidade da renda tributável,1,14600,2025-12-30T16:10:10.645344
Elasticidade de substituição,1,14600,2025-12-30T16:10:10.645344
Elasticidade linear,1,14600,2025-12-30T16:10:10.645344
Elasticidade-renda do investimento,1,14600,2025-12-30T16:10:10.645344
Elastocinematismo,1,14600,2025-12-30T16:10:10.645344
Elastografia,3,14600,2025-12-30T16:10:10.645344
Elastohidrodinâmico,1,14600,2025-12-30T16:10:10.645344
Elastômeros termoplásticos,1,14600,2025-12-30T16:10:10.645344
Elastoplasticidade,3,14600,2025-12-30T16:10:10.645344
Electra (Mitologia grega),1,14600,2025-12-30T16:10:10.645344
Electrocatálise,1,14600,2025-12-30T16:10:10.645344
Electroforese em gel,1,14600,2025-12-30T16:10:10.645344
Electronic communication,1,14600,2025-12-30T16:10:10.645344
Electronic jornal,1,14600,2025-12-30T16:10:10.645344
Eleição,1,14600,2025-12-30T16:10:10.645344
Eleições,63,14600,2025-12-30T16:10:10.645344
Eleições - América do Sul,1,14600,2025-12-30T16:10:10.645344
Eleições - Brasil,33,14600,2025-12-30T16:10:10.645344
Eleições - Colombia,1,14600,2025-12-30T16:10:10.645344
Eleições - cotas de representação,3,14600,2025-12-30T16:10:10.645344
Eleições - Distrito Federal (DF),1,14600,2025-12-30T16:10:10.645344
Eleições - Estados Unidos,6,14600,2025-12-30T16:10:10.645344
Eleições - finanças públicas,6,14600,2025-12-30T16:10:10.645344
Eleições - fraude,1,14600,2025-12-30T16:10:10.645344
Eleições - marketing na Internet,2,14600,2025-12-30T16:10:10.645344
Eleições locais - Brasil,1,14600,2025-12-30T16:10:10.645344
Eleições majoritárias,1,14600,2025-12-30T16:10:10.645344
Eleições majoritárias e proporcionais,1,14600,2025-12-30T16:10:10.645344
Eleições municipais,7,14600,2025-12-30T16:10:10.645344
Eleições presidenciais,1,14600,2025-12-30T16:10:10.645344
Eleitores,1,14600,2025-12-30T16:10:10.645344
Eleitores - comportamento,2,14600,2025-12-30T16:10:10.645344
Eleitores - registro,1,14600,2025-12-30T16:10:10.645344
elemento,1,14600,2025-12-30T16:10:10.645344
Elemento de barra bi-articulado,1,14600,2025-12-30T16:10:10.645344
Elemento de canto,1,14600,2025-12-30T16:10:10.645344
Elementos de casca,1,14600,2025-12-30T16:10:10.645344
Elementos de contorno dual,1,14600,2025-12-30T16:10:10.645344
Elementos de Euclides,1,14600,2025-12-30T16:10:10.645344
Elementos de interface,1,14600,2025-12-30T16:10:10.645344
Elementos de simetria,1,14600,2025-12-30T16:10:10.645344
Elementos de viga,1,14600,2025-12-30T16:10:10.645344
Elementos discretos,1,14600,2025-12-30T16:10:10.645344
Elementos do terreno,1,14650,2025-12-30T16:10:14.738580
Elementos Engel,1,14650,2025-12-30T16:10:14.738580
Elementos finitos,18,14650,2025-12-30T16:10:14.738580
Elementos finitos mistos,1,14650,2025-12-30T16:10:14.738580
Elementos infinitos,1,14650,2025-12-30T16:10:14.738580
Elementos químicos,3,14650,2025-12-30T16:10:14.738580
Elementos químicos - atividade citotóxica,2,14650,2025-12-30T16:10:14.738580
Elementos representativos do volume,1,14650,2025-12-30T16:10:14.738580
Elementos Superpesados ​​(she),1,14650,2025-12-30T16:10:14.738580
Elementos terras raras,3,14650,2025-12-30T16:10:14.738580
Elementos textuais,1,14650,2025-12-30T16:10:14.738580
Eletricidade,5,14650,2025-12-30T16:10:14.738580
Eletricidade - Brasil,2,14650,2025-12-30T16:10:14.738580
Eletricidade - história,1,14650,2025-12-30T16:10:14.738580
Eletro-hidrodinâmica,1,14650,2025-12-30T16:10:14.738580
Eletroacupuntura,1,14650,2025-12-30T16:10:14.738580
Eletroacústica,1,14650,2025-12-30T16:10:14.738580
Eletrocardiografia,5,14650,2025-12-30T16:10:14.738580
Eletrocardiografia veterinária,2,14650,2025-12-30T16:10:14.738580
Eletrocardiograma,7,14650,2025-12-30T16:10:14.738580
Eletrocatálise,2,14650,2025-12-30T16:10:14.738580
Eletrocoagulação,1,14650,2025-12-30T16:10:14.738580
Eletrococleografia,1,14650,2025-12-30T16:10:14.738580
Eletroconvulsoterapia,2,14650,2025-12-30T16:10:14.738580
