Termo Principal;Possíveis Duplicatas;Total Variações;Frequência Somada
Angola;Angola (100%) | Angola - forças de paz (100%) | Angola - formação nacional (100%) | Angola - guerra civil (100%) | Angola - história (100%) | Angola - política e governo - (1975-1992) (100%) | Angola - políticas econômicas (100%) | Angola Janga (100%) | Cooperação internacional - Brasil - Angola - Cuba (100%) | Escravos - tráfico - Angola (100%) | Geocronologia - Angola (100%) | Partidos políticos - Angola - história (100%) | Relações Brasil- Angola (100%) | Terremotos - Angola (100%);14;35
Representação direta;Representação (100%) | Representação direta (100%) | Representação docente (83%) | Representação teatral (83%) | Representação textual (83%) | Representação interventiva (83%) | Reapresentação (82%) | Representação descritiva (82%) | Representação discursiva (82%) | Representação política (81%) | Representação paramétrica (80%) | Representação simpllética (80%) | Representação social (80%) | Representação visual (80%);14;95
Alimentos - análise;Alimentos (100%) | Alimentos - análise (100%) | Análise (100%) | Análise de alimentos (94%) | Programa de Análise de Resíduos de Agrotóxicos em Alimentos (PARA) (94%) | Movimento - análise (84%) | Medicamentos - análise (83%) | Óleos - análise (82%) | Alimentos - manuseio (82%) | Documentos - análise (82%) | Inseto - alimentos (81%) | Investimentos - análise (81%) | Alimentos - qualidade (80%) | Contos - análise (80%);14;111
Avaliação de riscos - crédito;Avaliação (100%) | Avaliação de riscos (100%) | Avaliação de riscos - crédito (100%) | Crédito - avaliação (100%) | Riscos (100%) | Avaliação de riscos de saúde (86%) | Barragem de terra - avaliação de riscos (84%) | Geologia - avaliação de riscos (84%) | Pesticidas - avaliação de riscos (84%) | Substâncias perigosas - avaliação de riscos (84%) | Caju - avaliação (81%) | Dano - avaliação (81%) | Avaliação de curso (80%) | Avaliação de risco (80%);14;136
Brasil - História - Domínio holandês, 1624-1654;Brasil (100%) | Brasil - história (100%) | Brasil - História - Domínio holandês, 1624-1654 (100%) | História (100%) | História - Brasil (100%) | Irã - história (83%) | Índios - Brasil - história (83%) | Direito - história - Brasil (81%) | História militar - Brasil (81%) | Arte - história (80%) | Cuba - história (80%) | Moda - história (80%) | Rios - história (80%) | TV Brasil (80%);14;341
Brasil - história - Coluna Prestes, 1924-1927;Brasil (100%) | Brasil - história (100%) | Brasil - história - Coluna Prestes, 1924-1927 (100%) | História (100%) | História - Brasil (100%) | Irã - história (83%) | Índios - Brasil - história (83%) | Direito - história - Brasil (81%) | História militar - Brasil (81%) | Arte - história (80%) | Cuba - história (80%) | Moda - história (80%) | Rios - história (80%) | TV Brasil (80%);14;341
Homens - comportamento sexual;Comportamento (100%) | Comportamento sexual (100%) | Homens (100%) | Homens - comportamento sexual (100%) | Ave - comportamento (88%) | Mulheres - comportamento sexual (87%) | Adolescentes - comportamento sexual (86%) | Aves - comportamento (86%) | Fogo - comportamento (86%) | Pombo - comportamento (83%) | Comportamento ético (81%) | Baleia -  comportamento (81%) | Idosos - comportamento (81%) | Macaco - comportamento (81%);14;95
Brasil - políticas de combate à fome e à pobreza;Brasil (100%) | Brasil - políticas de combate à fome e à pobreza (100%) | Fome (100%) | Fome - Brasil (100%) | Fome - combate (100%) | Pobreza (100%) | Pobreza - Brasil (100%) | Pobreza - combate (100%) | Políticas públicas de combate à pobreza (87%) | Pobreza rural - Brasil (84%) | Ciclo de políticas (80%) | Políticas de saúde (80%) | Políticas públicas - Brasil (80%) | TV Brasil (80%);14;351
Miyazaki, Hayao, 1941- crítica e interpretação;Crítica (100%) | Interpretação (100%) | Miyazaki, Hayao, 1941- crítica e interpretação (100%) | Canção - crítica e interpretação (84%) | Livros - crítica e interpretação (84%) | Platão - crítica e interpretação (84%) | Miranda, Ana, 1951 - crítica e interpretação (82%) | Beowulf - crítica e interpretação (82%) | Interpretação vocal (81%) | Sócrates - crítica e interpretação (81%) | Zalmoxis - crítica e interpretação (81%) | Couto, Mia, 1955- crítica e interpretação (80%) | Haneke, Michael, 1942-  crítica e interpretação (80%) | Davis, Angela, 1944- crítica e interpretação (80%);14;55
Fenomenologia;Ciência da informação - fenomenologia (100%) | Fenomenologia (100%) | Fenomenologia da vida (100%) | Fenomenologia existencial (100%) | Fenomenologia genética (100%) | Fenomenologia informacional (100%) | Fenomenologia natural (100%) | Fenomenologia transcendental (100%) | Etnocenologia (85%) | Entomologia (83%) | Fenologia (82%) | Fonologia (82%) | Etnoceologia (80%) | Etnoecologia (80%);14;96
Aprendizagem lúdica;Aprendizagem (100%) | Aprendizagem lúdica (100%) | Aprendizagem musical (87%) | Aprendizagem de ótica (85%) | Aprendizagem ubíqua (84%) | Aprendizagem métrica (82%) | Aprendizagem situada (82%) | Dança - aprendizagem (82%) | Guia de aprendizagem (82%) | Aprendizagem ativa (81%) | Aprendizagem coletiva (80%) | Aprendizagem induzida (80%) | Aprendizagem móvel (80%) | Aprendizagem profunda (80%);14;307
Brasil - nordeste;Brasil (100%) | Brasil - nordeste (100%) | Literatura e sociedade - Brasil - Nordeste (100%) | Nordeste (100%) | Brasil, Nordeste (91%) | Secas - Brasil, Nordeste (83%) | Flores - Brasil (81%) | Mortes - Brasil (81%) | Museus - Brasil, Nordeste (81%) | Ventos - Brasil, Nordeste (81%) | Arte - Brasil (80%) | Biodiesel - Brasil (80%) | Brasil, Norte (80%) | TV Brasil (80%);14;255
Ferrajoli, Luigi, 1940- crítica e interpretação;Crítica (100%) | Ferrajoli, Luigi, 1940- crítica e interpretação (100%) | Interpretação (100%) | Canção - crítica e interpretação (84%) | Livros - crítica e interpretação (84%) | Platão - crítica e interpretação (84%) | Jorge, Lídia, 1946- crítica e interpretação (82%) | Beowulf - crítica e interpretação (82%) | Interpretação vocal (81%) | Gullar, Ferreira, 1930- crítica e interpretação (81%) | Morais, Fernando, 1946- crítica e interpretação (81%) | Sócrates - crítica e interpretação (81%) | Zalmoxis - crítica e interpretação (81%) | Irigaray, Luce, 1930- crítica e interpretação (80%);14;54
Brasil - imigração;Brasil (100%) | Brasil - imigração (100%) | Imigração (100%) | Imigração - Brasil - Haiti (100%) | Importação - Brasil (86%) | Brasileiros - migração (85%) | Macaco - Brasil (85%) | Imigração brasileira (84%) | Migração - Japão - Brasil (83%) | Miscigenação - Brasil (82%) | Editoração - Brasil (81%) | Imigrantes - Brasil (81%) | Inflação - Brasil (80%) | TV Brasil (80%);14;254
Brasil - história Balaiada, 1838-1841;Brasil (100%) | Brasil - história (100%) | Brasil - história Balaiada, 1838-1841 (100%) | História (100%) | História - Brasil (100%) | Irã - história (83%) | Índios - Brasil - história (83%) | Direito - história - Brasil (81%) | História militar - Brasil (81%) | Arte - história (80%) | Cuba - história (80%) | Moda - história (80%) | Rios - história (80%) | TV Brasil (80%);14;341
Brasil - história - Tenentismo, 1922-1934;Brasil (100%) | Brasil - história (100%) | Brasil - história - Tenentismo, 1922-1934 (100%) | História (100%) | História - Brasil (100%) | Irã - história (83%) | Índios - Brasil - história (83%) | Direito - história - Brasil (81%) | História militar - Brasil (81%) | Arte - história (80%) | Cuba - história (80%) | Moda - história (80%) | Rios - história (80%) | TV Brasil (80%);14;342
Brasil, Centro-Oeste;Brasil, Centro-Oeste (100%) | Cerrados - Brasil, Centro-Oeste (100%) | Formiga - Brasil, Centro-Oeste (100%) | Genética de populações - Brasil, Centro-Oeste (100%) | Geografia física - Brasil, Centro-Oeste (100%) | Geologia - Brasil, Centro-Oeste (100%) | Inseto -  Brasil, Centro-Oeste (100%) | Inseto - sociedades - Brasil, Centro-Oeste (100%) | Mamífero - hábitos alimentares - Brasil, Centro-Oeste (100%) | Mapeamento geológico - Brasil, Centro-Oeste (100%) | Morcegos - Brasil, Centro-Oeste (100%) | Nutrição animal - sementes - Brasil, Centro-Oeste (100%) | Quilombos - Brasil, Nordeste - Brasil, Centro-Oeste (100%) | Térmita - Brasil, Centro-Oeste (100%);14;28
Alteração ambiental;Alteração ambiental (100%) | Valoração ambiental (89%) | Integração ambiental (87%) | Ameaça ambiental (86%) | Degradação ambiental (82%) | Legislação ambiental (82%) | Lei ambiental (82%) | Educação Ambiental (81%) | Proteção ambiental (81%) | Administração ambiental (81%) | Conservação ambiental (80%) | Monitoração ambiental (80%) | Preservação ambiental (80%) | Sanção ambiental (80%);14;283
Brasil - produção intelectual;Brasil (100%) | Brasil - produção intelectual (100%) | Produção (100%) | Produção intelectual (100%) | Lã - produção (87%) | Colômbia - produção intelectual (86%) | Propriedade intelectual - Brasil (85%) | Vida intelectual (81%) | Produção científica - Brasil (81%) | Café - produção (80%) | Gado - produção (80%) | Ovos - produção (80%) | Soja - produção (80%) | TV Brasil (80%);14;245
Política científica e tecnológica;Política (100%) | Política científica e tecnológica (100%) | Política tecnológica (100%) | Ciência e tecnologia - política (88%) | Inovação científica e tecnológica (85%) | Política industrial e tecnológica (85%) | Políticas de Ciência e Tecnologia (85%) | Alfabetização científica e tecnológica (85%) | Educação científica e tecnológica (84%) | Rede Federal de Educação Profissional Científica e Tecnológica (84%) | Sistema de Informação Cientifica e Tecnológica do Exterior (SICTEX) (84%) | Arte tecnológica (81%) | Arte e política (80%);13;122
Crianças - cuidado e tratamento;Crianças (100%) | Crianças - cuidado e tratamento (100%) | Tratamento (100%) | Dor em crianças - tratamento (88%) | Idosos - cuidado e tratamento (86%) | Dor - tratamento (86%) | Crianças - doenças - tratamento (84%) | Câncer em crianças - tratamento (84%) | Recém-nascidos - cuidado e tratamento (83%) | Água - tratamento (83%) | Asma - tratamento (83%) | Asma - crianças (80%) | Crianças - arte (80%);13;262
Atos administrativos;Atos administrativos (100%) | Atos administrativos - revisão (100%) | Revisão judicial de atos administrativos (100%) | Dados administrativos (93%) | Contratos administrativos (89%) | Técnicos administrativos (86%) | Fiscalização - contratos administrativos (86%) | Lei de Licitações e Contratos Administrativos (86%) | Processo Administrativos Disciplinares (PAD) (86%) | Processos administrativos (86%) | Rodovias - contratos administrativos (86%) | Direito administrativo (81%) | Ato administrativo - Brasil (81%);13;45
Educação física - currículos;Currículos (100%) | Educação (100%) | Educação Física (100%) | Educação física - currículos (100%) | Educação física - educação (100%) | Física (100%) | Educação física - crianças (85%) | Educação física - índios (83%) | Currículos - sexo (83%) | Periódicos - educação física (82%) | Educação física - prática curricular (81%) | Educação - Cuba (80%) | Educação CTS (80%);13;540
Crime contra a administração pública;Administração (100%) | Administração pública (100%) | Crime (100%) | Crime contra a administração pública (100%) | Administração pública federal (84%) | Saúde pública - administração (84%) | Administração pública - Brasil (82%) | Crime contra a honra (82%) | Administração local (81%) | Administração rural (81%) | Orçamento - administração pública (81%) | Crime contra a mulher (80%) | Crime contra a pessoa (80%);13;313
Política ambiental - Minas Gerais;Política (100%) | Política ambiental (100%) | Política ambiental - Minas Gerais (100%) | Política ambiental - Brasil (85%) | Minas Gerais (MG) (83%) | Política de saúde - Minas Gerais (Estado) (82%) | Lei ambiental (82%) | Política ambiental - Amazônia (82%) | Reforma agrária - política ambiental (81%) | Arte - política (80%) | Museus - Minas Gerais (80%) | Política ambiental - avaliação (80%) | Voto - política (80%);13;206
Créditos - história;Créditos (100%) | Créditos - história (100%) | História (100%) | Rios - história (88%) | Direito - história (86%) | Egito - história (86%) | Índios - história (83%) | Irã - história (83%) | Ciganos - história (81%) | Arte - história (80%) | Cuba - história (80%) | História - erros (80%) | Moda - história (80%);13;114
Ecossistema de aprendizagem;Aprendizagem (100%) | Ecossistema (100%) | Ecossistema de aprendizagem (100%) | Ecossistemas de aprendizagem (98%) | Guia de aprendizagem (86%) | Aprendizagem de ótica (83%) | Redes de aprendizagem (83%) | Ciclos de aprendizagem (81%) | Trilha de aprendizagem (81%) | Aprendizagem ativa (80%) | Aprendizagem móvel (80%) | Estilos de aprendizagem (80%) | Necessidades de aprendizagem (80%);13;300
Atitude (Psicologia);Atitude (100%) | Atitude (Psicologia) (100%) | Ego (Psicologia) (86%) | Riso (Psicologia) (83%) | Self  (Psicologia) (83%) | Self (Psicologia) (83%) | Sexo (Psicologia) (83%) | Afeto (Psicologia) (80%) | Audição (Psicologia) (80%) | Hábitos (Psicologia) (80%) | Humor (Psicologia) (80%) | Metas (Psicologia) (80%) | Perda (Psicologia) (80%);13;65
Política ambiental - Mato Grosso (MT);Política (100%) | Política ambiental (100%) | Política ambiental - Mato Grosso (MT) (100%) | Soja - Mato Grosso (MT) (88%) | Licenças ambientais - Mato Grosso (MT) (85%) | Política ambiental - Brasil (85%) | Poesia - Mato Grosso (MT) (84%) | Lei ambiental (82%) | Política ambiental - Amazônia (82%) | Arte - política (80%) | Geologia - Mato Grosso (MT) (80%) | Política ambiental - avaliação (80%) | Voto - política (80%);13;204
Assistência integral à saúde;Assistência à saúde (100%) | Assistência integral à saúde (100%) | Integral (100%) | Saúde (100%) | Saúde - integral (93%) | Atenção integral à saúde (88%) | Saúde mental - assistência (85%) | Assistência à saúde - qualidade (81%) | Assistência a saúde da mulher - aborto pós-estupro (81%) | Direito à saúde - assistência social (81%) | Disparidades em assistência à saúde (81%) | Doenças crônicas - qualidade da assistência à saúde (81%) | Qualidade da assistência à saúde (81%);13;188
